영화평점,영화감상평
10,겁나 재미있음 꼭보셈 기대 1도안했는데 개지미있게 봤음 좀 슬프기도 했음 1위인 이유가 있음
10,3시간동안 몰입해서 잘 봤습니다. 기대했던 정도였네요.
8,영상미는 정말 어마어마합니다 하지만 스토리가 매우 지루하고 전형적으로 10대 아이들이나 좋아할 스토리네요 4d로 봤음에도 2시간쯤지날때부터 몸이 배배꼬여서 버티기 힘들었네요 그리고 4d첨봤는데 귀옆으로 나오는 바람소리에 여러차례 깜짝깜짝놀라 공포영화보는줄.. 심지어 전혀 개연성없는 장면에서 바람이 나와서 더 놀랐네요 4d로 보지마세요
9,이 정도면 나비족 진짜 있는거 아닌가 싶을정도로 보는내내 신기했어요
10,와너무재밌다…아들 죽을 때 저도 같이 울었어요 영화가 이렇게 재밌는 건 처음입니다 물 속도 너무너무 예쁘고 아바타가 진짜 실존하는 줄 알았어요
6,영상미는 백점 스토리는 글쎄...
10,쥐어짜는 눈물보다 가치 있는 눈물을 흘리게 될겁니다... 정말 대단한 영화입니다.
10,아바타1보다 더 재밌을 줄은 생각도 못했는데.. 제임스 카메론은 천재입니다..!
10,역시 믿고보는 아바타!!
2,개인적으로 3시간이 지루하다
10,영상 진짜 볼만하네요 역시입니다.두번 정도 더 볼거 같네요
10,"호불호를 떠나서 그냥 꼭 봐야하는 영화다.과연 1편 만큼 혁신을 느낄수 있을까에 대한 답변은,, '아이폰3g vs 아이폰14'의 느낌이다라고 답해주고 싶다. 엄청나다...지속적인 혁신의 결정체!!! 아바타2"
10,그냥 존나 재밌다 제발 많이보자 다른아바타 시리즈들도 꼭보고싶음
9,일단 바닷속의 영상미가 뛰어났고 연기가 좋았어요 감동도 있었고 슬프기도 하고 돈이 아깝지 않았음.3 나오면 바로 달려갑니다 3가 더 재미있을거 같아요~
10,1편을 능가하는 작품 ~ 13년 기다린 보람을 느낄 수 있는 대작
10,이정도면 거의 실사 아닌가 싶을 정도로 CG가 어마어마 합니다.
10,경이롭다!
10,재밌게 잘봤어요ㅎㅎㅎ기다린보람이 있습니다
10,저는 4DX 강추합니다. 냄새 미쳐요.너무 좋아
8,상상이상의 영상미로 돈값은 충분.그런데 그 비주얼로 많이 부족한 이야기를 가렸다.5편까지? 욕심이다.
10,아바타 시즌1도 재밌었지만 시즌2도 역시 대박입니당??????
4,캐릭터들의 매력이 왜이렇게 없어진건지...하지만 영상미는 좋았다 너무기대하고 봐서그런가..
8,인간이 현재 가지고 있는 모든 기술을 집약해서 보여주는 영화같았습니다. 실제 바다를 화면에 재현해내는데 성공한 것 같습니다.
10,영화표 값이 전혀 아깝지 않은 영화.
10,그냥 미쳤어요.. 인생 영화
10,오랜만에 영화다운 영화였음
10,영상미가 모든걸 압도합니다.
7,볼거리는 많지만 스토리는 엉성. 굳이 이걸 3시간이나 했어야 했나 싶음
10,3d로 봤는데 3시간이 지루하지 않았다. 3d나 4d 추천
1,"아바타1때와 달라진게 없는 너덜너덜한 반쪽승리… 오히려 아바타2를 보고 나니 3,4,5 후속편이 전혀 기대되지 않는다는 장점이"
10,그냥 재밌음 그냥 좋음
10,개인적으로 지루하지 않았습니다.영상미는 끝네주고요~b스토리는 조금 아쉽다 정도 입니다전체적으로 만족함~^^b
10,시간 가는 줄도 몰랐어요.. 꼭 보세요 진짜룽 ㅠ
2,시즌1에서는 네이티리랑 설리랑 정의롭고 결단력있게 나왔는데 2는 cg만 잘됐고 네이티리는 이기적이고 설리는 결정장애캐릭터 그 자체..그리고 대령은 죽을 뻔 한거 몇 번을 살아나는데 첫째아들은 총 한 방 맞았다고 바로 죽냐…
10,아바타 1편을 보신 분은 꼭 보세요.... 후회 안합니다.... 더 이상 말이 필요없어서 댓글 그만쓰겠습니다...
8,아바타1이 흥행했기 때문에 아바타2를 영화관 가서 본거지.. 13년을 기다릴 만큼의 감동과 큰 포인트는 없었음.
9,존잼..ㄹㅇ 3시간 뚝딱임 갠적으로 1보단 물의길이 재밌는듯!
5,Cg는 쩔긴 하는데 스토리 너무한거 아님? ㅋㅋㅋ
6,입이 벌어지는 그래픽 영상미.하지만 중심 이야기가 너무 단순하고 늘어져서 지루하기까지 하네요.마치 아주 예쁘고 맛나 보이는 찐빵을 샀는데 단팥이 없는 경우라고 할까요.2조를 영상에만 올인한 듯 합니다.이럴거면 그냥 영상교본이나 다큐멘터리를 만드는 게 이치일 듯.아마도 1편의 충격이 너무 커서 감정이 상쇄된 것일 지도 모르겠네요.
10,"유일한 단점은 IMAX, 돌비시네마가 아니면 진가를 발휘하기 어렵다는것"
1,1시간정도 보다가 나왔습니다..스토리 몰입도 없고보는내내 유치하다고만 느껴졌습니다1시간보는 내내 4번 졸았습니다
10,돈 쓴 티가 좔좔 나서 너무 좋았네요 딱 영화관용 영화예요 이런 영화를 집에서 ott로 보는 것은 이 영화를 절반도 못 즐기는 행위 같아요 액션씬도 너무 좋았어요!
10,진짜 돈 안아깝고 또 보고싶어요...제발 흥행성공해서 5편까지 나왔으면 ㅠㅠ
10,아바타1은 한참후에 집에서 봐서 그냥 그랬는데 이번 아바타2는 영화관에서 봤는데 진짜 왜 사람들이 아바타 아바타 했는지 알것같다. 내가 아쿠아리움 바닷속에 있는 기분이었음.
9,"영상미 최고. 납치범 ㅈㄴ 스윗함. 탈출을 밥먹듯이 하는대도 허술하게 관리함. 주인공이 쳐들어오면 애들 하나 죽이고 시작할 생각은 안하고, 매우 정직하게 주인공에게만 총질함. 이러니까 제이크가 애들 잡혀있어도 날아댕기지...대체 인질의 의미가 뭐였을까. 그냥 묶는 플레이를 좋아하나...? 마지막 전쟁에서 인어족은 같이 싸워줄 것 처럼 달려들어놓고 어느순간 증발함. 초반에 창 몇개 던지고 끝. 중후반 하는 거 1도없음. 아니 그냥 그 많던 애들 다 없음. 솔직히 좀 너무 한 거 같음. 끝까지 싸워주고 가야지 이것들아...? 주인공 가족만 액션씬 ㅈㄴ찍음. 말 못하는 톨쿤 한 마리와 함께 눈물겨운 사투를 벌임 . 이정도면 짬 때리고 간듯...."
7,추억보정으로 보기엔 뻔한 스토리와 그래픽.. 전형적인 가족영화
2,●●재미없음 보다 잠 ㅡ 이제 아바타시리즈는 이걸로 끝내라●●●●시마이●●●
8,행성 자체가 하나의 유기적 생명체. 왜 아름다운 자연 생태계 속에서 인간은 암적인 존재가 되어가는가.
7,전형적인 스토리와 전무후무한 그래픽
10,그냥 지렸다 영상미가 하드캐리했다
6,3시간 10분짜리 해양 다큐멘터리 보느라 너무 힘들었습니다.
10,분명 제작비를 모든제작팀들 나비행성가는데만 4천억쓴걸꺼야!!!나비족 영어 연기지도해야하니10년넘게걸린거;;클라쑤가 지리구 오지구요!!
10,보는 내내 눈이 즐거웠어요^^
6,솔직히 재밋다고는 할순없음그러나 재미없다고도 할수 없음애매함 영상미빼고는 딱히...
10,스크린을 넘어 신세계가 펼쳐지다
6,그냥 디즈니 같아요 전체적인 스토리는 너무 뻔한데 전개가 답답하고 온갖 사회문제 욱여넣은느낌 인종차별이랑 불법 남획 등등 뭔가 굉장히 의미를 넣을려고한거같은데.. 오히려 그냥 그랬어요.. 신비로운 아바타 세계관에 대해서 더 보고싶었는데 그냥 영상미만 예뻤어요 만약 러닝타임이 더 짧았다면 더 좋았을듯
8,"스펙타클의 진수를 보여주는, 기술의 쾌거"
10,엄청나게 감동적이에요
4,길어도 너어~무~~ 길다스토리는 너어~무 단순해 30분이면 충분히 정리가능하구만 이걸 일케 길에 늘린다구?? 그냥 내셔널지오그래픽 3시간2분 보는 느낌
10,너무 몰입해서 보았어요아이키우는 입장에서 진짜 감정이입 되가지고 펑펑 울었네요한번 더 보고싶어요
7,1편에서 기술에 감동했지만 2편에서는 기술의 진보가 스토리의 미흡함을 커버할만큼은 아니었다. 각본은 1편보다 구려졌다. 납치와 구출의 반복
10,"스크린이 스케일을 소화못할수있으니, 아이맥스로 봐야만 함."
7,"아바타1을 통해 나비족을 알게된 지 십여년이 지난 지금 관람한 아바타2는 전형적인 가족영화였다. 하지만 물 속 연출만큼은 최초, 최고의 기술이었다.아바타1이 모션캡쳐+스토리였다면 아바타2는 영상미가 다했음"
9,"초반 1시간 정도가 1편의 복습 같았다면, 이후 나오는 바다 속 풍경은 신세계이자 황홀경이었다. 스킨스쿠버가 된 기분이랄까? 영상미 하나만으로도 티켓 가격은 충분히 했다고 생각. 영화 속 이야기는 카메론 감독이 EBS '위대한 수업'에서 강조했듯 관객이 쉽게 공감할 수 있는 보편적인 가족 이야기인데, 한창 좌충우돌하는 아이들이 서사의 중심이 된 점이 신선했다. 보다보면 부모 말 안 들었던 그 누군가가 생각 날 지도 ㅋ 참, 3D로 관람했습니다."
2,너무 길고 예상이되는 스토리라 아쉬웠다
6,"기대를 완전히 져버리는 작품... 2시간 30분은 다큐멘터리, 40분만 영화 같은. 피곤한상태에서 봤는데 졸려서 넘넘 힘들었음. 극장가지 말고 나중에 TV에서 하면 보시라~~~"
9,아바타+타이타닉+터미네이터+어비스+에일리언2=아바타:물의 길
10,제임스카메론감독 믿고 보는영화 감동도있고 최고입니다!!
8,영화는 볼만은 했는데 상영시간이 3시간 10분은 너무길다. 꼼짝안하고 앉아서 보기에는 좀 버거웠음.
6,스토리가 별루요 ㅠㅠ
10,극장에서 안보면 손해.타이타닉급!
10,4dx를 위한 영화. 꼭 4dx로 볼것!
10,아름답다는 평을 뛰어넘어 경이롭다
10,스필버그 감독 이 시대 천재
8,멋진 영상미 CG 최고음악도 좋음 돌비로 봤는데 정말 화려함 근데 스토리가.. 구멍 숭숭 개연성 똥망이걸 준비하는데 10여년이 걸려?!?! 추억이라 봤고 또 많은 사람들이 같은 이유로 봐줘서 관객수는 많이 찍겠지만.. 이렇게 풀어 나가면 이거 속편들은 과연 흥행할 수 있을지?!?
10,와 진짜 .. 아바타는 최고의 영화다 보는내내 감탄함 근데 3시간짜리를 애랑 보러오는 부모가 있네 뒤에서 시끄러워서 돈 내고 보는데 짜증났음 계속 언제 끝나냐 언제 끝나냐 그러는데 한 마디 하려다가 참음 ..ㅎ 3시간짜리 영화는 집에서 보시길
10,누가 지루하다고 하였는가?세시간 십분은 짧았고 강렬한 주제와 화려한 볼거리 모두 충족하는 완벽한 영화역시는 역시다!!
10,I sea you………
9,기대를 저버리지 않음. 다큐멘터리 보는 듯 물 속 모습이 너무 아름답고 황홀하게 느껴짐. 3시간이 너무 길지 않을까 걱정했는데 금방 지나감. 꼭 영화관에서 보았으면 좋겠다.
10,스케일과 영상미가 너무좋아요
10,수족관 보는듯했음 영상미 최고....
10,인간들의 이야기였으면 개노잼일듯 하지만나비족들의 이야기라 개꿀잼
7,"영상미 하나만은 훌륭하다. 단, 스토리 부분이 압도적으로 실망스럽다. 졸음과 답답함을 유발할 정도.. 3시간의 런닝타임이 단순히 영상미 하나만을 뽐 낼 목적으로 쓸데 없는 장면 삽입이 너무 많았다. 무엇을 표현하고자 하는지도 모르겠고.. 1편의 감동도 연출도 전혀 느끼기 어려웠다. 후속작이 크게 기대되지는 않는다."
1,진짜 재미없고 지루했음..ㅠㅠ
10,8.89 이해가안되네
10,사람들이 1편보다 재미없다고 해서 반신반의하고 보았는데 충분히 1편만큼 재미있었어요. 1편이 처음에 신선함이 사람들을 사로잡았다면 2편은 감동과 영상미가 인상깊었어요. 절대 돈 아깝지도 않고 지루하지도 않았어요. 꼭 보세요.
10,너무 재밌었다!!꼭 추천드립니다
5,1편이 너무 신선해서 혹시나 했으나 결말이 예상되는 그저 그런 영화였는데 무려 3시간이 넘는 상영시간은 쫌~~ 실망입니다
1,진짜 최악이다 알바때문에속음 무슨3d데모영상보고온기분이고 1탄보다 최악입니다 돈아끼세요 미국에서흥행실패한이유를알겠다 ㅋ
10,3시간동안 다른 행성에 갔다온 느낌 행복했음♥?♥?아바타3기대되요
2,cg는 좋지만 스토리가 진부하고 시간이 너무 깁니다...
8,좋으네요~~솔직히3시간넘어서 힘들까 걱정했는데 그런 염려는 안하셔도..보면서 푸르고파란 지구가 자꾸 생각나서요 지구를 잘지키고 아껴야 겠다는 생각들었어요
10,"두번 봤는데, 4DX관에서 한번 더 볼 예정~! 진짜 잼있게 봄"
6,"다들 호평 위주 감상평인데 개인적으로 스토리가 너무 중구난방이라 아쉬웠다. 그냥 이게 1편의 후속편인 이유는 같은 인물들이 출연하기 때문인가 생각이 든다. 1편과 2편의 이야기 간에 연속성이 없다. 그것이 제이크 설리의 캐릭터 성격붕괴에 한 몫했다고 본다. 아예 2, 3편을 묶어서 생각하고 제작했다던데 그렇다면 2편은 쿼리치 대령에 더 집중하는 변주를 주었다면 어땠을까? 쿼리치 대령의 감정 변화에 집중했다면 3편에서 제이크와 쿼리치의 대립을 더욱 극적으로 할 수 있지 않았을까 싶다. 영상미는 흡잡을 때가 없다. 근데 영상미만으로 3시간 이상 버텨야하니 2시간쯤 지나갈 때 언제 스토리가 진행되지? 의문도 생긴다."
10,3시간이 넘는 영화지만 극장에서 영상미 때문에 눈이 즐거웠네영
6,그냥 BBC해양다큐입니다.. 러닝타임 너무길고 스토리는 뻔하고 3D도 별로임 차라리 2D가 더 만족도 높을듯 돈값은 하는데 두번은 안볼영화
10,굿.. 또 보고 싶은데 러닝타임이 넘 길어서 엄두가 안 남 당연함 프롤로그가 거의 한 시간임 그치만!! 보는 재미가 있어서 완전 빠져들어서 보게 된다 다음 시즌도 궁금 ㅜㅜ
10,씨지 하나는 진심 최고다 3시간 좀 힘들긴 하지만 버틸만 한 듯
8,후반이 특히 재밌었다.단점이 있다면 엉덩이가 너무 아프다…
4,"CG랑 연출이 미쳤다면 스토리랑 기승전결도 다른 의미로 미쳤다.내가 아맥3d를 2만2천원을 주고 영화를 보고온건지 해양다큐를 보고온건지 혼란스러울 수준의 이야기 진행. 1편이 수작을 넘는 명작이라고 평가받는데에는 다양한 측면에서 뛰어난 업적을 남겼기 때문이라고 생각되는데, 물의길은 정말 너무나 실망스러운 모습. 설리네 가족과 부족민들을 관객으로서 바라보면서 도대체가 이해할수 없고 납득하기 어려운 행동들의 반복뿐이고, 영화시작 30분만에 3시간짜리 영화의 줄거리가 다 예상가는 뻔하디 뻔한 클리셰 떡칠 스토리. 판도라 행성의 해양생태를 보여주는 1시간정도는사실상 10분안에 압축가능할 수준의 이야기 진행. 정말 친구랑 기대많이 하고 갔는데 야간 근무 마치고 보러온 제 친구는 보다가 중간에 잠들었습니다."
